200.34,113.73,45.13,45.59
202.39,113.73,44.68,45.59
203.3,113.73,44.68,45.13
203.3,114.19,44.68,44.9
201.94,114.19,45.35,45.58
201.94,115.78,45.13,44.9
201.71,115.78,45.36,45.36
201.03,116.24,45.35,45.36
201.03,116.47,44.67,46.27
200.34,116.47,45.13,46.95
200.34,117.61,44.67,46.49
199.89,117.83,44.44,46.27
199.43,118.52,44.67,46.49
198.97,119.43,44.22,46.04
198.29,119.89,44.22,46.49
198.06,119.89,44.45,46.26
196.92,120.34,45.59,46.5
196.92,121.25,44.9,46.27
196.92,121.48,44.9,46.04
196.24,122.17,45.36,46.04
196.24,122.17,44.44,46.95
196.24,122.17,44.22,46.95
196.24,122.85,44.44,46.27
195.1,123.3,44.67,46.5
194.87,123.53,44.45,46.27
194.87,123.53,44.45,46.27
194.19,123.76,44.44,46.27
193.28,123.99,45.12,46.95
193.05,123.99,44.9,46.95
193.05,123.99,44.21,46.95
192.36,123.53,44.68,46.04
191.91,123.3,44.22,46.04
191.91,122.39,44.44,46.5
191.22,121.71,44.68,47.18
190.77,121.25,44.67,46.5
190.77,121.48,44.67,46.04
190.54,121.03,44.9,46.26
190.31,121.48,44.45,46.27
190.31,121.48,44.22,46.04
190.09,122.17,44.44,46.26
190.09,122.17,44.44,46.26
190.31,121.71,44.22,46.95
190.31,121.71,44.22,46.95
190.09,122.17,44.67,46.26
190.54,122.17,44.45,46.49
190.54,122.17,44.45,46.72
190.31,123.53,44.22,45.81
190.09,123.53,44.44,45.59
190.09,123.76,44.44,46.04
189.63,123.76,44.44,46.27
189.17,123.76,44.68,46.5
189.17,123.76,44.68,46.5
189.17,123.99,44.22,46.04
189.17,123.99,44.22,46.04
188.03,125.81,45.59,45.59
187.58,125.58,44.21,46.73
186.44,125.58,44.67,46.96
186.21,126.04,44.22,46.5
185.98,125.81,44.22,46.95
185.98,125.81,44.68,46.95
185.07,125.81,44.45,46.95
183.48,125.81,44.67,46.5
180.74,127.41,43.99,45.58
177.55,127.41,43.76,46.72
174.36,132.42,43.99,43.08
170.26,132.42,44.67,44.9
165.93,131.97,46.26,46.72
161.82,133.11,47.64,46.95
157.95,134.24,47.41,48.55
153.16,135.61,48.09,48.78
150.43,136.75,45.81,49.01
145.41,139.26,49.01,49
141.31,141.54,49.23,50.37
137.21,142.91,49.68,49.23
133.79,143.82,49.69,51.51
129.23,144.96,50.14,51.05
125.58,145.19,50.37,52.19
123.53,144.5,50.83,52.88
122.39,142.22,51.06,54.02
122.17,140.17,52.42,54.02
122.85,137.21,52.65,54.7
123.99,133.11,52.88,55.15
125.81,129,52.88,56.3
127.41,125.58,53.33,54.7
130.6,120.57,53.33,56.3
133.56,118.06,54.7,55.84
135.84,115.78,54.02,55.62
136.52,113.73,54.48,55.84
138.12,112.82,55.38,56.07
139.72,111.91,55.15,56.75
140.85,110.54,54.93,56.75
142.22,109.17,55.84,57.67
143.82,108.03,55.84,58.81
144.05,107.12,56.75,59.03
143.82,106.21,56.98,60.4
144.05,105.53,56.52,59.94
143.82,105.76,56.98,59.94
142.91,108.03,58.12,60.4
142.91,109.86,58.34,60.17
142.45,111.23,58.58,61.76
141.08,111.91,59.26,62.68
140.17,113.5,60.17,62.68
138.58,114.19,60.62,64.04
137.44,113.73,60.62,64.73
136.75,113.28,60.86,64.27
135.61,113.5,61.31,63.59
135.38,112.82,62.45,64.05
134.93,111.91,63.13,64.04
134.02,111.45,63.81,64.73
133.56,109.63,63.82,66.32
132.42,107.81,64.96,67.46
132.42,107.12,64.05,67.24
132.19,105.98,64.28,68.15
132.65,105.07,65.18,68.38
134.25,103.93,65.41,69.06
136.07,102.79,66.55,69.06
137.89,102.11,66.78,68.6
140.85,100.97,65.87,67.92
142.91,99.601,66.78,68.829
145.87,98.234,66.32,69.746
147.24,97.322,67.23,69.518
148.38,96.638,67.46,69.292
149.52,95.726,68.6,69.744
150.66,95.726,69.51,69.744
151.57,96.182,68.6,71.568
151.79,97.55,68.84,71.57
152.02,99.829,68.61,72.251
150.2,102.11,69.51,73.16
148.38,103.02,70.88,72.25
148.15,104.39,71.11,72.48
147.24,105.07,70.65,72.94
145.41,105.98,71.34,73.62
144.27,105.98,72.25,74.3
143.82,105.76,71.34,75.44
142.45,105.98,71.57,74.99
141.54,106.67,72.02,74.75
140.4,107.12,71.57,75.22
138.35,107.81,72.48,76.12
137.44,108.03,72.25,76.36
135.38,108.72,73.4,76.58
134.25,107.35,74.3,78.4
133.33,103.48,73.39,76.12
132.19,99.145,71.57,74.985
127.86,92.308,71.57,75.212
125.13,87.749,70.43,71.791
121.94,83.875,70.2,72.255
118.52,79.316,69.06,71.564
115.78,74.986,67.01,70.424
112.59,71.795,66.1,69.745
109.4,69.744,66.1,67.916
107.81,67.692,65.18,66.098
105.98,66.553,63.82,66.097
102.79,65.413,63.82,66.557
101.2,65.869,62.22,66.101
99.601,68.148,61.309,63.132
97.778,68.148,61.992,63.822
95.499,69.972,61.081,62.448
94.587,71.339,60.173,63.131
92.764,73.162,59.256,61.998
91.852,75.442,58.118,61.308
90.94,77.037,57.44,59.943
91.396,77.949,56.524,60.171
90.94,80.456,56.75,58.344
90.94,82.279,55.84,56.751
90.712,82.735,55.608,57.895
90.712,85.47,55.158,56.07
90.484,86.61,54.476,55.84
90.028,87.521,54.242,56.529
88.889,87.521,54.471,55.839
89.117,88.889,53.333,54.931
89.345,89.573,52.645,54.927
88.661,90.712,52.649,53.108
89.117,91.168,51.053,52.192
88.205,91.852,50.595,50.828
87.293,91.396,49.687,51.284
86.382,91.852,50.138,51.508
85.47,92.536,48.78,51.284
82.735,94.131,48.545,50.139
81.823,94.131,47.637,50.139
78.86,94.131,48.32,50.829
77.265,93.675,46.955,49.235
75.214,93.219,47.406,48.321
79.088,91.624,49.692,48.776
87.521,92.536,51.279,50.144
99.373,95.271,54.017,48.319
115.56,99.145,56.75,49.915
133.11,104.16,56.52,52.19
147.24,105.3,53.33,51.28
179.37,127.18,52.42,54.02
179.6,126.27,53.79,55.61
180.74,127.41,52.88,54.01
177.78,127.41,52.88,54.01
177.32,128.09,53.56,53.33
179.6,127.86,52.65,54.7
178.92,128.09,53.56,54.7
180.28,129.69,52.43,53.33
182.79,129.69,52.2,53.56
184.39,129.91,51.05,54.48
185.07,130.14,53.33,55.16
188.26,131.97,52.65,52.87
190.54,132.65,51.51,52.88
191.91,132.88,51.74,52.42
192.82,132.65,51.74,52.88
193.96,132.65,51.05,51.51
194.87,132.65,50.37,51.74
194.64,130.83,50.83,51.73
194.87,131.05,49.92,50.15
194.64,130.14,49.92,51.97
195.33,129.91,49,51.74
196.01,129,48.78,50.37
197.38,128.32,48.77,51.05
199.43,128.09,47.86,49.92
199.43,127.18,49,50.14
201.03,126.04,48.09,49.69
203.53,126.27,45.81,47.63
203.99,124.9,46.49,48.32
205.81,125.36,46.73,46.49
203.53,127.41,48.09,43.76
196.47,127.18,47.86,43.99
189.86,126.72,48.54,44.68
183.7,127.41,47.64,43.07
178.92,126.04,46.72,43.99
172.99,127.18,47.86,42.62
170.94,126.04,45.36,44.44
168.43,124.9,44.68,45.13
164.56,125.58,44.67,44.45
161.82,125.81,45.13,44.22
160.23,126.5,44.9,44.21
158.63,127.41,45.36,43.07
158.4,125.81,44.9,44.9
158.18,125.81,45.58,45.36
157.95,125.58,45.58,46.5
157.95,125.13,45.35,46.27
158.86,125.81,45.58,46.04
159.09,125.81,45.35,46.04
159.09,126.04,45.13,46.04
159.77,125.13,45.59,47.18
160.23,125.81,45.13,46.95
161.14,125.81,45.13,46.95
161.14,126.04,45.58,46.72
162.05,126.04,45.36,46.95
162.28,126.5,45.81,47.63
160.68,127.41,45.82,46.27
157.49,128.09,44.9,46.5
154.53,128.32,43.76,46.95
149.29,129.46,45.58,46.27
144.27,131.97,47.64,46.49
141.31,133.33,46.95,48.09
137.21,134.7,46.95,47.86
132.42,136.75,46.95,48.09
128.32,137.89,48.32,49.69
124.44,140.63,49.69,50.14
122.17,141.99,48.54,50.37
118.97,143.13,48.78,51.06
118.06,144.96,49.46,50.6
116.01,145.64,50.6,52.42
116.24,146.78,50.14,51.51
117.15,145.87,50.83,53.1
119.66,145.19,52.42,53.1
123.3,143.13,52.88,52.65
127.86,140.4,54.25,53.56
133.56,137.89,53.11,54.25
135.84,135.61,52.42,53.56
137.89,134.02,54.47,54.01
143.13,131.97,53.57,53.79
145.41,129.69,52.88,54.47
147.01,128.55,54.47,54.93
150.88,125.36,55.39,56.29
152.25,122.62,54.47,56.3
153.39,119.66,55.16,56.98
152.48,116.01,56.3,57.44
151.57,113.73,55.84,56.98
150.66,111.91,55.84,57.21
148.83,109.63,55.61,58.8
146.55,107.58,55.84,58.12
144.05,105.07,56.29,58.8
140.85,104.39,57.44,57.89
138.12,103.02,57.89,58.58
134.93,101.65,57.89,59.72
132.65,100.28,58.12,61.09
130.6,99.829,57.66,60.851
127.64,99.829,57.66,59.941
125.13,99.601,58.12,60.399
123.08,98.917,59.48,61.763
121.25,98.234,59.95,62.446
120.8,97.094,61.08,61.996
121.48,95.271,60.63,63.819
122.17,93.903,60.62,64.047
121.25,93.219,63.37,62.911
123.08,91.396,61.54,63.364
123.76,90.029,61.54,63.821
124.67,88.661,61.54,63.819
125.81,87.749,62.22,63.821
127.64,86.838,64.5,63.592
130.83,86.154,62.45,63.366
131.74,84.33,62.9,64.27
134.02,83.191,62.68,65.639
136.07,82.279,63.59,65.871
136.98,81.595,62.68,65.185
136.75,80.912,63.82,64.958
136.52,80,63.82,65.87
136.07,80,63.59,65.64
134.47,80,63.59,66.1
133.11,79.544,63.59,66.096
130.6,79.088,62.68,66.782
128.09,80,62.45,66.32
125.58,80.912,63.37,66.328
122.39,82.051,64.28,65.409
120.34,82.735,64.28,66.555
117.15,83.875,65.41,65.415
115.78,83.875,64.96,66.555
115.56,83.875,64.95,67.005
116.01,83.875,64.5,66.785
115.56,83.875,64.95,67.005
116.24,84.102,65.18,67.688
115.78,84.33,65.64,67.69
116.24,85.242,64.73,67.468
115.56,85.926,64.72,67.694
114.64,86.61,65.87,67.69
113.96,87.066,65.64,67.234
113.5,86.838,65.87,68.152
113.28,87.066,65.87,67.694
113.5,87.066,65.19,67.464
112.59,86.382,65.64,68.148
111,86.61,65.87,68.15
110.31,85.698,65.87,68.372
108.95,85.242,65.86,68.148
108.49,84.33,65.19,67.92
106.67,83.191,65.41,67.689
104.62,82.735,64.72,67.235
101.88,82.279,64.73,66.551
97.778,81.595,65.642,67.465
93.447,81.367,65.183,67.013
89.801,81.595,63.819,67.005
95.955,80.228,66.785,66.782
107.35,80.912,68.83,65.868
119.66,80.912,66.78,66.098
127.86,81.14,64.96,65.64
130.6,82.051,64.04,65.409
133.33,82.735,63.37,64.505
129,82.735,64.73,65.865
118.29,83.875,67.24,66.095
110.31,85.698,67.47,64.042
100.97,87.066,67.46,64.504
93.903,89.801,63.357,63.359
81.823,91.396,65.867,63.814
79.316,94.131,61.764,64.049
74.986,96.638,61.314,63.592
72.251,98.461,60.169,63.139
71.795,102.11,59.945,62.9
71.567,105.53,60.173,62.68
72.934,108.49,59.946,61.77
75.897,110.54,59.943,60.4
79.088,112.14,59.492,59.94
82.735,113.73,59.485,59.26
86.838,113.73,57.662,59.95
91.168,113.28,57.662,58.12
95.955,112.59,56.295,57.67
99.373,113.96,56.527,56.3
102.56,113.05,56.07,57.43
105.75,113.05,55.39,57.66
109.86,113.73,54.47,57.44
112.14,114.87,54.93,56.3
114.64,114.87,54.25,55.39
117.15,115.1,53.79,54.7
119.89,115.1,53.56,54.24
122.39,115.33,52.43,54.01
123.99,114.64,52.88,54.93
125.81,116.24,52.42,53.56
128.09,115.78,50.37,53.56
129,117.15,51.74,52.88
130.37,118.75,50.14,51.51
131.97,118.75,49.45,50.82
132.19,119.2,49.46,50.83
132.88,119.2,49.68,50.6
134.25,119.2,48.77,50.6
135.61,119.2,47.87,50.14
136.98,119.2,48.78,49.23
139.26,117.83,47.63,49.24
141.77,118.06,46.72,48.32
143.59,117.83,46.95,47.87
145.19,117.83,46.95,47.64
147.46,117.38,46.27,46.95
151.11,116.7,46.27,46.49
153.85,115.78,46.26,46.73
155.9,114.42,45.81,46.95
159.54,113.28,46.73,45.35
164.33,112.14,44.45,45.81
169.12,111.45,43.76,44.68
173.45,111,43.76,44.67
178.23,109.86,43.31,43.99
180.97,108.72,43.3,43.99
185.07,107.81,43.31,43.3
188.95,105.98,43.53,43.99
191.91,104.62,42.62,43.53
195.56,104.16,42.62,42.62
199.66,102.34,42.62,41.71
202.17,101.42,41.7,41.71
204.9,100.28,40.8,41.71
208.09,99.829,40.12,40.341
210.83,98.006,40.79,41.024
214.93,96.182,39.88,41.478
217.44,95.043,39.43,40.797
219.26,93.447,39.89,41.253
214.93,94.359,42.16,40.801
208.55,97.322,42.16,39.658
204.44,97.55,41.94,42.17
198.06,100.06,42.17,40.79
192.59,101.2,42.62,41.48
188.95,102.11,42.39,41.94
184.39,103.48,43.53,42.62
180.06,104.84,44.44,42.85
177.55,106.21,42.85,42.39
173.22,107.12,43.3,43.76
170.03,108.49,43.76,45.58
168.43,109.17,43.76,46.04
168.21,110.77,43.98,46.04
168.21,112.14,44.21,47.18
165.01,115.56,45.82,46.04
162.74,116.92,45.58,46.95
160.91,119.89,46.04,46.95
157.49,119.89,47.18,49.23
153.85,122.85,47.63,49.46
151.79,124.44,48.78,49.01
149.29,126.27,46.49,48.32
